titulo;empresa;localizacion;jornada;contrato;salario
 Asistente de contact center; SERVIFINANCE CONSULTORES; Quito, Pichincha; Por Horas; Otro tipo de contrato; A convenir
 Ingeniero en sistemas; Servihelp S.A; Quito, Pichincha; Tiempo Completo; Contrato de obra o labor; 500,00 US$ 
 Asesor Comercial; Servihelp S.A; Quito, Pichincha; Tiempo Completo; Contrato de obra o labor; 450,00 US$ 
 Coordinadora de ventas; Servihelp S.A; Quito, Pichincha; Tiempo Completo; Contrato de obra o labor; 447,00 US$ 
 Asistente/a técnico de obra; Servihelp S.A; Quito, Pichincha; Tiempo Completo; Contrato de obra o labor; 500,00 US$ 
 Dibujante; Servihelp S.A; Quito, Pichincha; Tiempo Completo; Contrato de obra o labor; 450,00 US$ 
 Ing. Mecanico; Servihelp S.A; Quito, Pichincha; Tiempo Completo; Contrato de obra o labor; A convenir
 Ing. Civil; Servihelp S.A; Quito, Pichincha; Tiempo Completo; Contrato de obra o labor; A convenir
 Dependiente de farmacia; Servimedi; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Mensajero Motorizado; Servimedi; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Dependiente de Farmacia; Servimedi; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Mensajero Motorizado; Servimedi; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 394,00 US$ 
 Encargado de mensajeros; Servimedi; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Mensajero Motorizado; Servimedi; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 394,00 US$ 
 Mensajero Motorizado; Servimedi; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 394,00 US$ 
 Asesor Comercial; SESEI Cia. Ltda.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Supervisor de seguridad; SESEI Cia. Ltda.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Chofer custodio; SESEI Cia. Ltda.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 ejecutivo de ventas; SEYER TECH INDUSTRIES S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 bodeguero; Sibetek S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Bodeguero/a; Sibetek S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Gestor Domiciliario; Sicobra; Cuenca, Azuay; Tiempo Completo; Contrato por tiempo indefinido; 410,00 US$ 
 Gestor Domiciliario; SICOBRA; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 410,00 US$ 
 Gestor domiciliario; SICOBRA; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 410,00 US$ 
 Gestor Domiciliario; SICOBRA; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 405,00 US$ 
 Gestor Domiciliario; Sicobra; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 405,00 US$ 
 Tasador de Joyas; Sicobra; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 700,00 US$ 
 Tasador; Sicobra; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 700,00 US$ 
 Asistente administración; SICOMAQ CIA. LTDA.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Residente de obra; Siderurgica Ecuatoriana S.A; Cuenca, Azuay; Tiempo Completo; Contrato de obra o labor; 1.000,00 US$ 
 Supervisor de mantenimiento; Siderurgica Ecuatoriana S.A; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 800,00 US$ 
 Desarrollador software; SIDEVOX S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo determinado; 600,00 US$ 
 Senior .NET developer; Simbios; Bélgica; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Senior Java/JEE Developer; Simbios; Bélgica; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Analista de compras publicas; simgroup; Quito, Pichincha; Tiempo Completo; Contrato de obra o labor; A convenir
 Ing Mecanico; simgroup; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Técnico electrónica; SIMPLE LOGIC SLO S.A.; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; A convenir
 Técnico electrónica; SIMPLE LOGIC SLO S.A.; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; A convenir
 Operador telemarketing; SINERGIA CONTACT CENTER SINENTCONT S.A.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Analistas y Desarrolladores de software; SINERGIA SOLUCIONES DE SOFTWARE SINERGIASS; Guayaquil, Guayas; Tiempo Completo; Otro tipo de contrato; A convenir
 Analista y desarrollador de software; SINERGIA SOLUCIONES DE SOFTWARE SINERGIASS; Guayaquil, Guayas; Tiempo Completo; Otro tipo de contrato; A convenir
 Secretaría asistente; Siprov; Ambato, Tungurahua; Medio Tiempo; Contrato por tiempo indefinido; A convenir
 Operador de Consola de Seguridad en Ambato; Siprov; Ambato, Tungurahua; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Coordinador de Servicio al Cliente y Operaciones; Sislogica S.A.; Rumiñahui, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 700,00 US$ 
 Chofer Profesional; Sislogica S.A.; Rumiñahui, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Ingeniero en sistemas; SIS-MEDIN CIA. LTDA.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Mantenimiento y soporte técnico; SISTEI SOLUTIONS S. A.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Ingeniera Arquitecta Recien Graduada; Sistemas Abiertos de Información y Tecnología SAIT; Guayaquil, Guayas; Medio Tiempo; Contrato de obra o labor; A convenir
 Tecnico y Capacitador BIM y CAD; Sistemas Abiertos de Información y Tecnología SAIT; Quito, Pichincha; Medio Tiempo; Contrato de obra o labor; A convenir
 Ejecutivo de ventas Técnico Quito; Sistemas Abiertos de Información y Tecnología SAIT; Quito, Pichincha; Medio Tiempo; Contrato por tiempo determinado; A convenir
 Asesor Comercial; Sistemas Idiomaticos CADAV; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; A convenir
 Pasante Logística; Sistemas y Equipos Industriales SEIN S.A.; Quito, Pichincha; Beca/Prácticas; Otro tipo de contrato; 394,00 US$ 
 Pasante de ingeniería; Sistemas y Equipos Industriales SEIN S.A.; Quito, Pichincha; Beca/Prácticas; Otro tipo de contrato; 395,00 US$ 
 Pasante; Sistemas y Equipos Industriales SEIN S.A.; Quito, Pichincha; Beca/Prácticas; Otro tipo de contrato; 394,00 US$ 
 Ingeniero QAQC; Sistemas y Equipos Industriales SEIN S.A.; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; A convenir
 Vendedor de Campo; Siteck S.A.; Guayaquil, Guayas; Medio Tiempo; Contrato por tiempo indefinido; A convenir
 Vendedor de Campo; Siteck S.A.; Guayaquil, Guayas; Medio Tiempo; Contrato por tiempo determinado; A convenir
 Redactor de Proyectos Universitarios; SJ Consultores; Guayaquil, Guayas; Desde Casa; Contrato de obra o labor; A convenir
 Redactor de Proyectos Universitarios; SJ Consultores; Guayaquil, Guayas; Desde Casa; Contrato de obra o labor; A convenir
 Redactor de Proyectos Universitarios; SJ Consultores; Guayaquil, Guayas; Desde Casa; Contrato de obra o labor; A convenir
 Asesor comercial freelance; SJ Consultores; Guayaquil, Guayas; Por Horas; Otro tipo de contrato; A convenir
 Redactor de Proyectos Universitarios; SJ Consultores; Guayaquil, Guayas; Desde Casa; Contrato de obra o labor; 400,00 US$ 
 Redactor de Proyectos Universitarios; SJ Consultores; Guayaquil, Guayas; Desde Casa; Contrato de obra o labor; A convenir
 Asistente/a de comercio exterior; skillpath; Manta, Manabí; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Asistente/a de comercio exterior; skillpath; Manta, Manabí; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Asesor/a call center ventas; SKYCELL; Guayaquil, Guayas; Por Horas; Otro tipo de contrato; A convenir
 Asistente administrativa; SKYCELL S.A.; Guayaquil, Guayas; Medio Tiempo; Contrato por tiempo determinado; A convenir
 Asesor académico; Smart Group; Ventanas, Los Ríos; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Asistente administrativo y financiero; SMARTH SOLUCIONES; Cuenca, Azuay; Tiempo Completo; Contrato por tiempo indefinido; 700,00 US$ 
 Ingeniero desarrollador de software; SMARTH SOLUCIONES; Cuenca, Azuay; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Operador de incidencias en mesa de Ayuda; SMARTH SOLUCIONES; Cuenca, Azuay; Tiempo Completo; Contrato por tiempo indefinido; 600,00 US$ 
 Colaborador de Terminados; SMARTH SOLUCIONES; Cuenca, Azuay; Tiempo Completo; Contrato por tiempo indefinido; 396,00 US$ 
 supervisor de planificaciòn y calidad; SMARTH SOLUCIONES; Cuenca, Azuay; Tiempo Completo; Contrato por tiempo indefinido; 800,00 US$ 
 Asistente de Residente; SmartProject; Quito, Pichincha; Tiempo Completo; Contrato de obra o labor; A convenir
 Desarrollador de Software.net (Nivel inicial); SMARTWORK S.A.; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; 400,00 US$ 
 Desarrolladora de Software.net (Nivel Intermedio); SMARTWORK S.A.; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; 600,00 US$ 
 Desarrollador de Software.net (Nivel Inicial); SMARTWORK S.A.; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; 400,00 US$ 
 Consultor Microservicios; Soaint; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Account manager TI; Soaint; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Técnico Pastoral Juvenil Salesiana; Sociedad Salesiana en el Ecuador; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 900,00 US$ 
 Gerente administrativo financiero; Sociedad Salesiana en el Ecuador; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 2.000,00 US$ 
 Diseñador gráfico, multimedia, web y Comunity Manager; Solar Ear; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo determinado; 450,00 US$ 
 Recepción y Ventas; Solar Ear; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 395,00 US$ 
 Fonoaudiólogo/a Terapista de lenguaje/; Solar Ear; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Asesor de Counter Internacional Guayaquil; Solcaribe Cia. Ltda.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 450,00 US$ 
 Asesor Comercial; Solución Legal; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 398,00 US$ 
 Asistente Administrativa; Soluciones de Impresión Soprint Cia. Ltda; Cuenca, Azuay; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Chofer Despachador; Solufer; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Asesor Comercial Suministros Linea Madera; Solufer; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Asesor Comercial Ferreteria; Solufer; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; A convenir
 Pasante Administrativo y Contable; Solufer; Quito, Pichincha; Beca/Prácticas; Contrato de Aprendizaje; A convenir
 Asistente de producción; SOLVESA ECUADOR; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Auxiliar de Importaciones Eventual; SOLVESA ECUADOR; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo determinado; A convenir
 Estibador; SOLVESA ECUADOR; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Chófer Licencia Tipo E; SOLVESA ECUADOR; Guayaquil, Guayas; Tiempo Completo; Otro tipo de contrato; A convenir
 Sistemas/Pasante; SOLVESA ECUADOR; Quito, Pichincha; Beca/Prácticas; Otro tipo de contrato; A convenir
 Asesor Comercial; SOÑAR IMPORT SA; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Personal administrativo; SOÑAR IMPORT SA; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Ingeniero civil e Industrial; SOYALIM S.A.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo determinado; A convenir
 Digitador/a; SOYALIM S.A.; Guayaquil, Guayas; Tiempo Completo; Contrato de Aprendizaje; A convenir
 asistente contable; SOYALIM S.A.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Pintor/a automotriz; SSEI CIA. LTDA.; Ambato, Tungurahua; Tiempo Completo; Contrato de obra o labor; A convenir
 Ejecutiva de Alianzas y Convenios; StarGroup; Quito, Pichincha; Tiempo Completo; Contrato por tiempo determinado; 700,00 US$ 
 Desarrollador Semi Senior Transact SQL; Stratus Solutions S.A; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Asesora de Modas; Studio F; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 415,00 US$ 
 Asesora de Modas; Studio F; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 415,00 US$ 
 Asesora de Modas; Studio F; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 415,00 US$ 
 Coordinadora de RRHH; Studio F; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Coordinadora del Area de Recursos Humanos; Studio F; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Asistente Recursos Humanos; Sumar Repcom S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 550,00 US$ 
 Soldador/a armador experiencia en TIG; Sumar Repcom S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 450,00 US$ 
 Dibujante cad revit; Sumar Repcom S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 750,00 US$ 
 Vendedor en CNC para programas; SUMIPERNOS CIA. LTDA.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 450,00 US$ 
 Desarrollador programador; SUMIPERNOS CIA. LTDA.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 1.000,00 US$ 
 Vendedor Ferretero; SUMIPERNOS CIA. LTDA.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Pasante para desarrollo de software; Supaysoft; Quito, Pichincha; Medio Tiempo; Otro tipo de contrato; A convenir
 Analista de la CRPI; SUPERINTENDENCIA DE CONTROL DEL PODER DE MERCADO; Quito, Pichincha; Tiempo Completo; Contrato por tiempo determinado; 1.212,00 US$ 
 Experto de gestión técnica especializada; SUPERINTENDENCIA DE CONTROL DEL PODER DE MERCADO; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; 1.676,00 US$ 
 Asistente de Concentraciones Economicas; SUPERINTENDENCIA DE CONTROL DEL PODER DE MERCADO; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; 817,00 US$ 
 Analista de Concentraciones Economicas; SUPERINTENDENCIA DE CONTROL DEL PODER DE MERCADO; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; 986,00 US$ 
 Asistente de Inv. y Control de Acuerdos y Prácticas Restric; SUPERINTENDENCIA DE CONTROL DEL PODER DE MERCADO; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; 817,00 US$ 
 Asistente Financiero; SUPERINTENDENCIA DE CONTROL DEL PODER DE MERCADO; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; 817,00 US$ 
 Asesora comercial; SUPERTRONICA COMPUTACION; Ibarra, Imbabura; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Administrativo contable; SUPERTRONICA COMPUTACION; Ibarra, Imbabura; Tiempo Completo; Contrato por tiempo indefinido; 450,00 US$ 
 Mercaderista; SURCORPSA S.A; Guayaquil, Guayas; Tiempo Completo; Otro tipo de contrato; 400,00 US$ 
 Medico Imagenologo; SUREDIAGNOSTICS CIA. LTDA.; Quito, Pichincha; Por Horas; Contrato por tiempo indefinido; A convenir
 Técnico/a radiólogo; SUREDIAGNOSTICS CIA. LTDA.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 598,00 US$ 
 Ecografista; SUREDIAGNOSTICS CIA. LTDA.; Quito, Pichincha; Medio Tiempo; Contrato por tiempo determinado; A convenir
 Anfitriona / Recepcionista; Sweaden; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Programador Java para Compañía de Seguros; Sweaden; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 700,00 US$ 
 Programador Java para Compañía de Seguros; Sweaden; Quito, Pichincha; Tiempo Completo; Contrato por tiempo determinado; 700,00 US$ 
 Asistente Técnico de Soporte; Sweaden; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Ejecutivo de Cobranzas para Compañía de Seguros; Sweaden; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 450,00 US$ 
 Ajustador de Siniestros para Compañía de Seguros; Sweaden; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Coordinador Seccional de Transporte; Sytsa Cía Ltda.; Mejía, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Mecánico; Sytsa Cía Ltda.; Nobol, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Mensajero/a motorizado/a; T&T publicidad; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; 394,00 US$ 
 Asistente Administrativa Contable para Lasso; TALENT INNOVATION MANAGEMENT CONSULTING; Latacunga, Cotopaxi; Tiempo Completo; Contrato por tiempo indefinido; 800,00 US$ 
 Vendedor Maquinaria E Implementos Agrícolas Y Riego Lasso; TALENT INNOVATION MANAGEMENT CONSULTING; Latacunga, Cotopaxi; Tiempo Completo; Contrato por tiempo indefinido; 1.000,00 US$ 
 Analista Contable Lasso Cotopaxi; TALENT INNOVATION MANAGEMENT CONSULTING; Latacunga, Cotopaxi; Tiempo Completo; Contrato por tiempo indefinido; 800,00 US$ 
 Gestor Terreno con Moto; TALENT INNOVATION MANAGEMENT CONSULTING; Machala, El Oro; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Gestor Terreno se requiere moto; TALENT INNOVATION MANAGEMENT CONSULTING; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 408,00 US$ 
 Gestor Terreno Quito; TALENT INNOVATION MANAGEMENT CONSULTING; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Ejecutivos/as de Cobranzas Call Center; TALENT INNOVATION MANAGEMENT CONSULTING; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Ejecutivos/as de Crédito Call Center; TALENT INNOVATION MANAGEMENT CONSULTING; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Asistente logístico; TARDI S.A.; Daule, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 600,00 US$ 
 Almacenista chófer; TARDI S.A.; Daule, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 600,00 US$ 
 Vendedora de tienda Temporada; TATY BOUTIQUE; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 403,00 US$ 
 Auxiliar administrativo/a; TAXI EASY CAR; Guayaquil, Guayas; Tiempo Completo; Otro tipo de contrato; A convenir
 Jefe de convenios; TAYANA S A; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 700,00 US$ 
 Administrador comercial; Tcg; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
